"PassengerId1","PassengerId2","Number_Of_Flights_Together"
"3844","5096","4"
"167","9282","4"
"3301","3399","4"
"975","4017","4"
"9007","9089","4"
"8743","8762","4"
"613","4137","4"
"130","5093","4"
"6020","6086","4"
"6437","12906","4"
"920","3675","4"
"2532","5696","4"
"9152","11527","4"
"5766","6020","4"
"2051","2093","4"
"6084","11687","4"
"174","8260","4"
"3049","3096","4"
"119","2446","4"
"5917","5922","4"
"1858","3873","4"
"10067","13564","4"
"6052","8461","4"
"905","4377","4"
"2511","5478","4"
"3545","3592","4"
"11158","11183","4"
"293","443","4"
"3536","3571","4"
"1288","2769","4"
"5566","8209","4"
"354","382","4"
"5364","7717","4"
"9650","9690","4"
"1853","4998","4"
"5227","11965","4"
"2743","2784","4"
"724","761","4"
"5530","7579","4"
"3029","11296","4"
"2229","2245","4"
"6932","7437","4"
"5491","5498","4"
"313","749","4"
"2225","2288","4"
"2941","5429","4"
"9532","9910","4"
"3844","9642","4"
"4983","6052","4"
"2468","11034","4"
"3455","5120","4"
"9252","10022","4"
"10714","10716","4"
"8624","9949","4"
"3286","9069","4"
"3267","7851","4"
"7902","10460","4"
"10353","10356","4"
"10024","10328","4"
"9480","11676","4"
"218","8644","4"
"6884","6896","4"
"2427","3675","4"
"7643","10384","4"
"4418","4491","4"
"6052","6187","4"
"6064","6853","4"
"675","5707","4"
"1769","7099","4"
"8704","8722","4"
"10402","10414","4"
"3275","4217","4"
"1466","1850","4"
"11917","11957","4"
"1770","1788","4"
"2957","9653","4"
"11290","15188","4"
"258","1611","4"
"11106","11176","4"
"494","3994","4"
"392","4451","4"
"5907","5922","4"
"2993","5788","4"
"1181","1972","4"
"7605","8190","4"
"4969","5494","4"
"8445","8511","4"
"719","746","4"
"1075","9613","4"
"11290","11388","4"
"6047","6854","4"
"477","2773","4"
"759","2645","4"
"6039","6898","4"
"172","3545","4"
"1082","2743","4"
"10067","13221","4"
"13432","13525","4"
"4502","6720","4"
"7112","11508","4"
"3541","3575","4"
"258","3021","4"
"11103","11163","4"
"17","2262","4"
"628","3446","4"
"9622","9623","4"
"2857","6813","4"
"2024","3187","4"
"2492","5841","4"
"366","1023","4"
"1484","4316","4"
"4451","4488","4"
"1922","1962","4"
"7660","8397","4"
"5706","5744","4"
"2458","3678","4"
"6465","9824","4"
"1635","1646","4"
"1246","2457","4"
"10349","10384","4"
"763","1095","4"
"3889","4478","4"
"2334","2335","4"
"3090","10616","4"
"5401","5499","4"
"4009","4013","4"
"1246","3677","4"
"5358","6708","4"
"1542","1581","4"
"7919","10806","4"
"4170","6080","4"
"293","3162","4"
"2511","7166","4"
"1066","3913","4"
"11211","13249","4"
"3935","3948","4"
"5919","5927","4"
"8888","9279","4"
"8563","13432","4"
"5706","6069","4"
"7605","7872","4"
"1089","9679","4"
"5494","6829","4"
"1960","4761","4"
"8562","8590","4"
"2441","3648","4"
"1008","11123","4"
"5209","8424","4"
"3679","8446","4"
"280","607","4"
"4407","4452","4"
"2964","9062","4"
"7486","7496","4"
"441","1230","4"
"9174","9816","4"
"167","3589","4"
"2110","2169","4"
"994","1248","4"
"5766","5911","4"
"4946","4957","4"
"4496","11296","4"
"7832","9062","4"
"3725","3735","4"
"3367","3837","4"
"6813","8411","4"
"11578","12015","4"
"5711","5769","4"
"2294","6069","4"
"130","10702","4"
"733","760","4"
"9252","9253","4"
"169","5122","4"
"2150","2155","4"
"915","4059","4"
"1733","9920","4"
"8397","8727","4"
"2326","7645","4"
"14714","14741","4"
"594","1214","4"
"2776","5423","4"
"716","739","4"
"2000","7837","4"
"6729","9699","4"
"762","766","4"
"398","6956","4"
"10806","10833","4"
"2216","2231","4"
"3579","3598","4"
"6056","11962","4"
"8248","8297","4"
"6294","8037","4"
"2789","4364","4"
"4066","5414","4"
"962","979","4"
"4292","4641","4"
"5661","8263","4"
"352","1146","4"
"5907","5946","4"
"4451","10701","4"
"12526","12530","4"
"4351","10490","4"
"5950","5984","4"
"315","9482","4"
"3444","3490","4"
"255","443","4"
"1343","9997","4"
"2924","2928","4"
"8519","8557","4"
"2539","2600","4"
"256","956","4"
"1569","6773","4"
"4395","5787","4"
"4373","5491","4"
"4073","4082","4"
"10478","11171","4"
"141","3509","4"
"1769","3021","4"
"4896","7406","4"
"2425","2452","4"
"746","3414","4"
"3408","5138","4"
"2941","4044","4"
"5431","5435","4"
"2810","7023","4"
"7902","10095","4"
"4711","8243","4"
"1005","5740","4"
"726","766","4"
"1057","10270","4"
"2886","7866","4"
"1246","2128","4"
"10442","10453","4"
"622","9611","4"
"147","3295","4"
"633","10668","4"
"5446","5451","4"
"7462","7877","4"
"14629","14690","4"
"759","3446","4"
"2033","7064","4"
"1012","6121","4"
"9283","9298","4"
"2728","4630","4"
"1185","2143","4"
"9404","9405","4"
"5702","5711","4"
"1287","2608","4"
"3330","6813","4"
"3420","11180","4"
"5031","7809","4"
"3590","5490","4"
"2939","3477","4"
"1232","1681","4"
"1933","3345","4"
"6829","6872","4"
"5736","5934","4"
"928","4690","4"
"333","3941","4"
"440","2600","4"
"7410","7430","4"
"899","3288","4"
"3925","10046","4"
"9030","9052","4"
"11535","12005","4"
"804","850","4"
"6783","8475","4"
"8545","8837","4"
"759","2669","4"
"2354","8262","4"
"5137","6802","4"
"14069","14094","4"
"10407","10445","4"
"407","2969","4"
"3301","3311","4"
"3590","7872","4"
"996","1954","4"
"5494","6833","4"
"6847","6878","4"
"5668","8073","4"
"3679","3698","4"
"2545","3977","4"
"356","6535","4"
"3330","7866","4"
"3278","7318","4"
"10433","10456","4"
"6263","8803","4"
"3278","8961","4"
"4468","8289","4"
"6100","6418","4"
"221","295","4"
"7194","8446","4"
"733","761","4"
"2975","10681","4"
"2248","2299","4"
"3319","5212","4"
"95","2776","4"
"8123","8200","4"
"6023","6050","4"
"2054","5748","4"
"628","10585","4"
"2108","2503","4"
"5544","9044","4"
"4135","8146","4"
"9184","10299","4"
"5356","5367","4"
"10770","10774","4"
"10716","10766","4"
"9619","9648","4"
"4944","4982","4"
"752","7331","4"
"1849","4097","4"
"2588","7099","4"
"8590","11147","4"
"2700","7790","4"
"1637","6148","4"
"1031","1051","4"
"2959","4316","4"
"1021","12371","4"
"10408","10437","4"
"6365","9083","4"
"822","844","4"
"2939","4627","4"
"7904","9942","4"
"5432","5481","4"
"762","792","4"
"6370","9937","4"
"8450","8470","4"
"2160","2173","4"
"1475","9758","4"
"525","1134","4"
"281","7799","4"
"3356","4896","4"
"625","1208","4"
"7403","10115","4"
"414","435","4"
"3492","4903","4"
"2437","2932","4"
"10706","10762","4"
"5450","5460","4"
"293","1693","4"
"3925","7696","4"
"13270","13275","4"
"10322","10373","4"
"940","1288","4"
"1329","7039","4"
"7747","8679","4"
"7395","13668","4"
"2717","5478","4"
"2473","2485","4"
"4215","5060","4"
"2288","2429","4"
"340","6259","4"
"139","2004","4"
"441","3950","4"
"438","6872","4"
"2017","3019","4"
"395","1007","4"
"4440","4473","4"
"4760","12273","4"
"1884","4700","4"
"5761","6836","4"
"3319","6591","4"
"1151","2713","4"
"2241","2271","4"
"1087","1220","4"
"2702","9177","4"
"211","255","4"
"1064","2117","4"
"3286","7643","4"
"4287","4288","4"
"7896","10368","4"
"11001","11069","4"
"10701","10796","4"
"6017","6817","4"
"1288","1813","4"
"13620","13648","4"
"4092","5546","4"
"42","8057","4"
"5136","5919","4"
"2255","2273","4"
"5450","6010","4"
"8091","11213","4"
"1046","5053","4"
"429","2693","4"
"3021","9562","4"
"3021","6447","4"
"4012","5438","4"
"5734","5769","4"
"5653","9493","4"
"2945","9700","4"
"5574","10454","4"
"14067","14090","4"
"4972","8036","4"
"7505","9101","4"
"3078","4170","4"
"1692","4656","4"
"5440","6071","4"
"3517","3535","4"
"7560","11874","4"
"8132","12553","4"
"2000","4451","4"
"8048","8089","4"
"199","8057","4"
"272","3547","4"
"8030","8574","4"
"312","316","4"
"9718","9725","4"
"10417","10419","4"
"706","772","4"
"1437","3829","4"
"6001","6064","4"
"2160","5319","4"
"286","751","4"
"1005","3184","4"
"12537","12563","4"
"1036","1092","4"
"3041","5764","4"
"9363","9374","4"
"6418","8089","4"
"2588","10605","4"
"4142","4711","4"
"9988","11687","4"
"2969","5423","4"
"4249","10349","4"
"1609","4584","4"
"5742","6777","4"
"7508","8350","4"
"2101","2162","4"
"6560","7209","4"
"2243","12244","4"
"760","10596","4"
"878","879","4"
"7894","8375","4"
"2068","3883","4"
"2138","10394","4"
"7860","8976","4"
"9359","9385","4"
"9389","9725","4"
"1651","5332","4"
"3405","6931","4"
"2223","3679","4"
"8960","8973","4"
"3502","3536","4"
"6844","6854","4"
"13525","13830","4"
"4983","6242","4"
"9600","10461","4"
"2717","4042","4"
"2802","4032","4"
"4331","4377","4"
"1865","2993","4"
"3509","3510","4"
"380","3645","4"
"1268","9402","4"
"9619","9693","4"
"1452","3016","4"
"14022","14044","4"
"1858","10515","4"
"633","2068","4"
"4717","4772","4"
"1337","2783","4"
"1337","4399","4"
"368","724","4"
"10753","10791","4"
"1641","10313","4"
"3442","5328","4"
"2408","7053","4"
"8901","8922","4"
"2247","2300","4"
"484","2336","4"
"9057","9076","4"
"1057","13620","4"
"5734","9828","4"
"8958","8983","4"
"734","746","4"
"4737","10460","4"
"5748","11225","4"
"9420","9446","4"
"7643","9834","4"
"2939","8037","4"
"8969","8973","4"
"930","4044","4"
"2926","4468","4"
"3729","3791","4"
"9548","11610","4"
"7777","9062","4"
"1941","1988","4"
"9735","11332","4"
"8595","10975","4"
"308","786","4"
"4955","5113","4"
"315","1053","4"
"1678","2718","4"
"7112","13221","4"
"4444","4707","4"
"3844","9672","4"
"10423","10466","4"
"1927","7349","4"
"9326","9385","4"
"3546","7812","4"
"7693","8323","4"
"3520","3592","4"
"5451","5499","4"
"1424","2146","4"
"1322","2941","4"
"2780","2869","4"
"10609","10693","4"
"2498","3675","4"
"1371","1464","4"
"1079","2054","4"
"7180","7550","4"
"6180","10497","4"
"1646","2857","4"
"4945","4988","4"
"6396","9095","4"
"932","1863","4"
"4388","4399","4"
"4170","6113","4"
"8702","8743","4"
"7832","9862","4"
"2227","2285","4"
"9394","9400","4"
"3702","6993","4"
"9229","9271","4"
"2531","2545","4"
"1451","2251","4"
"10703","10737","4"
"11513","14087","4"
"2090","9066","4"
"940","1163","4"
"855","10819","4"
"5574","6220","4"
"11111","11165","4"
"1034","1375","4"
"1328","2943","4"
"1041","3851","4"
"10713","10720","4"
"6220","12371","4"
"75","4650","4"
"2110","2130","4"
"4542","4552","4"
"1020","2967","4"
"1335","4384","4"
"5706","5711","4"
"1613","6810","4"
"8511","8542","4"
"15130","15193","4"
"2336","2945","4"
"2174","4318","4"
"4070","7825","4"
"14003","14026","4"
"382","9066","4"
"3155","3174","4"
"14718","14779","4"
"968","1134","4"
"1613","5989","4"
"1089","9628","4"
"7959","8664","4"
"356","12323","4"
"9725","10022","4"
"2457","11276","4"
"42","5111","4"
"9368","9394","4"
"614","10037","4"
"2949","10720","4"
"529","2723","4"
"5438","11883","4"
"9157","14071","4"
"7868","8216","4"
"4546","7279","4"
"8221","8269","4"
"6522","10083","4"
"2544","3940","4"
"3492","4945","4"
"2185","6084","4"
"6830","6832","4"
"2959","4309","4"
"1078","10371","4"
"1078","10322","4"
"1253","3462","4"
"1424","4502","4"
"1645","2510","4"
"2939","6810","4"
"10703","10704","4"
"2164","5792","4"
"5855","5869","4"
"6773","6876","4"
"8326","8566","4"
"2545","9242","4"
"3367","8299","4"
"613","3875","4"
"734","781","4"
"4611","6441","4"
"7837","10310","4"
"5509","7662","4"
"1613","5447","4"
"763","12100","4"
"2101","2161","4"
"58","435","4"
"191","5503","4"
"6740","6774","4"
"8803","10871","4"
"9009","9077","4"
"446","6086","4"
"3604","3615","4"
"2982","6940","4"
"435","1900","4"
"3453","3975","4"
"5757","10632","4"
"8556","13249","4"
"7859","8835","4"
"3702","5815","4"
"1055","5799","4"
"10552","10596","4"
"6096","6874","4"
"2441","2478","4"
"231","3141","4"
"3064","10776","4"
"4466","4499","4"
"5494","5993","4"
"1484","4012","4"
"1903","2575","4"
"959","5966","4"
"10774","10791","4"
"248","3162","4"
"7560","8260","4"
"1573","4978","4"
"1190","5252","4"
"1007","1095","4"
"7229","7240","4"
"2780","3015","4"
"2175","2178","4"
"3589","9540","4"
"743","762","4"
"1865","5440","4"
"8375","9501","4"
"6304","8294","4"
"9602","9677","4"
"912","3536","4"
"959","4373","4"
"8353","11876","4"
"5724","6008","4"
"2130","2188","4"
"2222","2279","4"
"2994","5007","4"
"1842","2793","4"
"7209","10756","4"
"479","8562","4"
"7381","7741","4"
"6805","9069","4"
"3548","4407","4"
"6006","6046","4"
"1572","2560","4"
"1214","1294","4"
"1598","2509","4"
"4268","7243","4"
"3975","6475","4"
"9660","9686","4"
"8014","8078","4"
"2945","4820","4"
"705","729","4"
"1657","9443","4"
"3608","6956","4"
"4227","4261","4"
"1464","2969","4"
"1801","8056","4"
"2310","2351","4"
"7789","10516","4"
"1021","1044","4"
"6409","8594","4"
"1077","3952","4"
"1923","1998","4"
"6993","7435","4"
"10706","10799","4"
"398","4249","4"
"5617","5621","4"
"1466","10023","4"
"774","797","4"
"12535","12568","4"
"10756","10770","4"
"2068","9511","4"
"1269","1581","4"
"9685","11753","4"
"61","5503","4"
"1506","1598","4"
"751","795","4"
"8928","8963","4"
"5490","6813","4"
"4711","11307","4"
"11408","11474","4"
"620","10796","4"
"258","8006","4"
"4353","4371","4"
"6453","6474","4"
"624","5137","4"
"1337","4016","4"
"9252","9283","4"
"53","5310","4"
"1182","7601","4"
"1381","5740","4"
"5402","5471","4"
"262","8006","4"
"4639","4662","4"
"2407","2458","4"
"5411","6745","4"
"8562","9271","4"
"1342","1377","4"
"14042","14057","4"
"4170","9386","4"
"4494","11954","4"
"1157","2595","4"
"9620","9690","4"
"1917","9874","4"
"3292","3330","4"
"9435","9470","4"
"719","788","4"
"4344","7110","4"
"2482","7860","4"
"2443","4184","4"
"5451","5471","4"
"1005","3867","4"
"8598","9223","4"
"382","6892","4"
"4444","9988","4"
"3117","10048","4"
"2000","6464","4"
"1057","8106","4"
"5766","5779","4"
"6037","6059","4"
"7335","9500","4"
"91","8237","4"
"2754","7163","4"
"1341","3665","4"
"860","6981","4"
"5037","10318","4"
"4080","5401","4"
"3451","3465","4"
"8993","8995","4"
"6522","7809","4"
"5503","9066","4"
"5479","7502","4"
"478","12073","4"
"4066","4388","4"
"3015","3041","4"
"11723","11796","4"
"371","6053","4"
"3275","6053","4"
"3809","11089","4"
"5912","5918","4"
"1272","6993","4"
"1963","4391","4"
"1464","5471","4"
"395","764","4"
"10041","10084","4"
"2561","12910","4"
"6900","12072","4"
"3171","3442","4"
"6839","6898","4"
"8542","9513","4"
"368","3413","4"
"4404","10690","4"
"3547","3675","4"
"2065","13638","4"
"11290","15186","4"
"4802","5873","4"
"3533","3563","4"
"2614","8288","4"
"822","7640","4"
"5325","6136","4"
"7866","8353","4"
"3963","4255","4"
"10432","10983","4"
"1662","3404","4"
"8158","10373","4"
"2407","3639","4"
"8326","8515","4"
"6843","11559","4"
"1417","7565","4"
"9619","9664","4"
"6829","6839","4"
"10714","10778","4"
"3654","3678","4"
"848","851","4"
"5486","5491","4"
"4946","4972","4"
"6749","6763","4"
"5908","5940","4"
"2841","9645","4"
"610","2568","4"
"1413","1490","4"
"7209","9014","4"
"494","2645","4"
"3590","5411","4"
"4032","4071","4"
"2642","10927","4"
"400","6810","4"
"3508","9482","4"
"2719","9968","4"
"3064","10714","4"
"930","4339","4"
"5949","5964","4"
"293","7693","4"
"1678","5850","4"
"3837","3849","4"
"9753","9766","4"
"2024","3618","4"
"4412","6069","4"
"360","791","4"
"3295","3385","4"
"1340","7373","4"
"2106","13564","4"
"11109","11118","4"
"3242","10156","4"
"9441","11917","4"
"382","1818","4"
"8882","13178","4"
"3278","8775","4"
"1138","2489","4"
"4566","8871","4"
"8732","9653","4"
"3245","3261","4"
"9864","9956","4"
"574","594","4"
"10310","10316","4"
"5799","6054","4"
"2773","6408","4"
"670","4438","4"
"4017","5408","4"
"941","2407","4"
"13204","13556","4"
"1343","9513","4"
"3594","4459","4"
"2062","5310","4"
"620","3119","4"
"620","2976","4"
"3851","8912","4"
"11101","11122","4"
"4010","6548","4"
"6099","12248","4"
"804","897","4"
"10701","10702","4"
"10742","10776","4"
"3002","9066","4"
"6335","9033","4"
"2942","5722","4"
"1160","1183","4"
"8091","13251","4"
"3896","5318","4"
"392","771","4"
"4016","4042","4"
"930","2759","4"
"5702","5757","4"
"2090","3002","4"
"546","629","4"
"9705","9750","4"
"344","3943","4"
"10727","10772","4"
"356","9994","4"
"807","856","4"
"629","633","4"
"9159","9445","4"
"920","2932","4"
"5332","13651","4"
"2354","10762","4"
"4724","9516","4"
"348","7506","4"
"10945","11823","4"
"8121","8172","4"
"8084","8572","4"
"363","12497","4"
"4204","5643","4"
"5910","10573","4"
"12438","12440","4"
"7253","9903","4"
"2379","11496","4"
"5760","5764","4"
"8851","11876","4"
"794","2769","4"
"3589","5056","4"
"9441","11917","4"
"2926","7768","4"
"6438","6843","4"
"915","5409","4"
"3264","5892","4"
"737","797","4"
"1108","4641","4"
"2856","2967","4"
"2452","2462","4"
"1044","1095","4"
"1860","11225","4"
"1413","1472","4"
"351","1205","4"
"23","11784","4"
"2548","8552","4"
"13218","13296","4"
"4165","4404","4"
"1914","1951","4"
"12868","12893","4"
"1673","2531","4"
"6773","8411","4"
"582","7837","4"
"7162","10497","4"
"1904","1938","4"
"204","3498","4"
"11073","11074","4"
"238","3181","4"
"1309","3275","4"
"255","2567","4"
"2411","2432","4"
"10744","10776","4"
"1190","1223","4"
"917","5645","4"
"5903","5986","4"
"6171","11853","4"
"2959","5464","4"
"5702","6974","4"
"2548","11528","4"
"5423","5443","4"
"7321","12119","4"
"10701","10776","4"
"731","797","4"
"7724","11422","4"
"4251","4274","4"
"746","781","4"
"3120","5964","4"
"4294","7741","4"
"3888","5418","4"
"10440","10449","4"
"7364","11642","4"
"333","1228","4"
"10702","11874","4"
"2041","2064","4"
"3801","4814","4"
"7342","8307","4"
"2405","2407","4"
"5421","6051","4"
"5212","5220","4"
"6180","10253","4"
"1723","8664","4"
"10776","10779","4"
"1673","5116","4"
"14022","14039","4"
"919","1325","4"
"10595","10653","4"
"132","338","4"
"1947","5012","4"
"3924","4886","4"
"173","2392","4"
"3551","3554","4"
"2495","11276","4"
"195","2325","4"
"9672","9696","4"
"10313","10356","4"
"5345","12531","4"
"2544","9068","4"
"2490","5438","4"
"822","839","4"
"1942","1969","4"
"1266","9404","4"
"1064","2744","4"
"215","266","4"
"61","2336","4"
"5278","11090","4"
"5653","6114","4"
"10596","11610","4"
"1598","2596","4"
"4841","4871","4"
"4337","10017","4"
"5423","6097","4"
"9721","9932","4"
"624","8013","4"
"1719","1747","4"
"794","4169","4"
"1208","7605","4"
"5414","6080","4"
"92","2745","4"
"3648","3678","4"
"3154","13621","4"
"3177","7544","4"
"2581","5957","4"
"9015","9097","4"
"284","5223","4"
"7039","8209","4"
"1074","3309","4"
"3319","7194","4"
"5867","9769","4"
"5706","5734","4"
"3410","12371","4"
"4593","6027","4"
"2906","7685","4"
"157","6160","4"
"12582","12586","4"
"392","1057","4"
"5015","7433","4"
"5451","5494","4"
"271","3145","4"
"1678","10758","4"
"4205","4646","4"
"368","740","4"
"211","10353","4"
"1651","6452","4"
"4643","4672","4"
"622","9628","4"
"3568","3585","4"
"772","791","4"
"5843","13232","4"
"2441","2467","4"
"741","4070","4"
"494","3453","4"
"356","5201","4"
"831","1025","4"
"3122","3491","4"
"1677","2226","4"
"5267","8497","4"
"174","497","4"
"5922","6743","4"
"6939","10541","4"
"10784","11282","4"
"811","891","4"
"8519","9777","4"
"4412","6077","4"
"3920","3963","4"
"4040","4087","4"
"1865","4607","4"
"10415","10434","4"
"2644","5560","4"
"2802","4040","4"
"9015","9091","4"
"5438","5496","4"
"618","2181","4"
"11926","11958","4"
"9495","11400","4"
"2116","2185","4"
"183","8446","4"
"1337","4395","4"
"5443","6832","4"
"9014","9100","4"
"211","5737","4"
"5718","5738","4"
"4467","11276","4"
"8024","8471","4"
"5421","5451","4"
"212","3157","4"
"10737","10744","4"
"3418","3503","4"
"3548","5498","4"
"9618","9684","4"
"4983","9445","4"
"6824","6896","4"
"10338","10353","4"
"712","760","4"
"6261","12301","4"
"2544","5450","4"
"5786","5791","4"
"4593","4609","4"
"1021","1073","4"
"3172","4404","4"
"3820","9513","4"
"11129","11199","4"
"6013","8475","4"
"2185","9441","4"
"5806","5817","4"
"9513","9517","4"
"6725","6857","4"
"1320","3041","4"
"8197","8614","4"
"9342","9394","4"
"4927","4980","4"
"917","1266","4"
"456","1240","4"
"5411","7602","4"
"1338","4034","4"
"1849","5503","4"
"14650","14680","4"
"10701","10778","4"
"5429","5436","4"
"4379","4396","4"
"341","1038","4"
"3663","9777","4"
"2909","4438","4"
"4115","8563","4"
"10356","10373","4"
"369","3941","4"
"4070","11276","4"
"1209","5560","4"
"9466","12570","4"
"5748","10024","4"
"58","1381","4"
"8541","8589","4"
"1828","8836","4"
"2760","5792","4"
"11049","11062","4"
"13956","13960","4"
"7369","7389","4"
"15113","15160","4"
"4106","7547","4"
"2717","5724","4"
"5744","5966","4"
"3568","4224","4"
"10509","10758","4"
"3295","5084","4"
"3172","3479","4"
"11239","11292","4"
"613","1357","4"
"340","4171","4"
"901","7605","4"
"1849","3187","4"
"5701","5722","4"
"1573","2185","4"
"6001","6064","4"
"304","363","4"
"3604","3637","4"
"3330","5579","4"
"625","7082","4"
"649","2681","4"
"10631","10652","4"
"7579","8194","4"
"2797","5867","4"
"675","4814","4"
"7023","9399","4"
"11118","11135","4"
"3093","7318","4"
"752","3476","4"
"4610","8594","4"
"9066","9700","4"
"772","1056","4"
"2031","4153","4"
"309","719","4"
"7353","7361","4"
"1782","7507","4"
"6020","8485","4"
"1173","1833","4"
"212","2199","4"
"2857","6707","4"
"1723","1775","4"
"387","1211","4"
"10354","10954","4"
"6052","6242","4"
"10073","10086","4"
"3439","3451","4"
"9683","10048","4"
"5966","6408","4"
"8827","9522","4"
"959","5734","4"
"6843","8896","4"
"10023","10058","4"
"2279","2441","4"
"3028","8260","4"
"7713","9790","4"
"2763","2787","4"
"5101","8446","4"
"184","2734","4"
"1115","2171","4"
"912","2437","4"
"1602","1677","4"
"1914","1984","4"
"247","263","4"
"2462","2478","4"
"479","2065","4"
"174","2012","4"
"772","1053","4"
"5491","6897","4"
"3255","3357","4"
"942","1326","4"
"157","9404","4"
"2111","3148","4"
"1246","3931","4"
"1482","2244","4"
"8234","8297","4"
"13221","13571","4"
"749","797","4"
"3109","3123","4"
"3411","3493","4"
"1484","2783","4"
"4057","4092","4"
"10638","11847","4"
"5766","6810","4"
"10402","10451","4"
"6001","11593","4"
"2201","8171","4"
"739","743","4"
"5007","5081","4"
"9282","9283","4"
"11680","11687","4"
"135","4827","4"
"7342","7790","4"
"1918","1976","4"
"5702","5743","4"
"3147","5812","4"
"9022","9042","4"
"10331","11400","4"
"3510","3536","4"
"4207","4267","4"
"9332","9342","4"
"5447","7505","4"
"4412","5481","4"
"1055","3483","4"
"288","9997","4"
"4717","4742","4"
"7950","9359","4"
"1528","4675","4"
"2758","2759","4"
"305","1072","4"
"6008","6064","4"
"7747","7767","4"
"9127","9709","4"
"4690","4972","4"
"4200","7068","4"
"9704","9753","4"
"2976","11855","4"
"6080","7243","4"
"3292","7318","4"
"4200","7821","4"
"221","3182","4"
"2678","7833","4"
"4234","5836","4"
"8896","13093","4"
"2560","3527","4"
"4010","4020","4"
"4778","6777","4"
"1169","4772","4"
"716","791","4"
"1464","11957","4"
"540","8801","4"
"5640","5677","4"
"3629","3643","4"
"11122","11135","4"
"870","10690","4"
"3102","3453","4"
"13610","13621","4"
"5800","7410","4"
"1322","1369","4"
"49","69","4"
"1200","7643","4"
"5705","5733","4"
"5124","5186","4"
"6869","6898","4"
"702","776","4"
"2075","3148","4"
"18","13541","4"
"1863","1966","4"
"1164","8114","4"
"10261","11534","4"
"5720","5977","4"
"2255","2901","4"
"4673","4984","4"
"501","12389","4"
"5867","8202","4"
"7209","9645","4"
"13771","13800","4"
"1576","2697","4"
"4853","7393","4"
"1930","9864","4"
"2600","3123","4"
"3590","7318","4"
"443","3527","4"
"4781","9291","4"
"4747","4765","4"
"896","5796","4"
"4170","10833","4"
"235","7149","4"
"716","792","4"
"10767","11527","4"
"2106","2186","4"
"12127","12150","4"
"5946","8933","4"
"10097","10328","4"
"4767","7097","4"
"738","5693","4"
"333","3933","4"
"2075","2406","4"
"670","688","4"
"692","2894","4"
"5352","5379","4"
"877","7822","4"
"308","395","4"
"191","1715","4"
"1342","2835","4"
"2912","4359","4"
"534","2732","4"
"8137","8546","4"
"2241","2288","4"
"2725","2786","4"
"5964","6829","4"
"8810","8862","4"
"9376","10243","4"
"190","2432","4"
"2941","4395","4"
"4650","11276","4"
"1966","4453","4"
"10015","10328","4"
"1714","8336","4"
"6052","10384","4"
"692","967","4"
"132","7661","4"
"391","9906","4"
"2243","3608","4"
"1817","1884","4"
"3587","4868","4"
"1733","5855","4"
"719","772","4"
"628","11011","4"
"13163","13564","4"
"1315","3935","4"
"8243","8961","4"
"739","752","4"
"722","728","4"
"706","768","4"
"468","9019","4"
"920","2467","4"
"763","764","4"
"8659","9386","4"
"419","2565","4"
"3451","12908","4"
"1430","3650","4"
"2588","4957","4"
"5634","7114","4"
"429","9294","4"
"8017","8679","4"
"1447","5100","4"
"1028","4344","4"
"8775","10377","4"
"11151","11169","4"
"5731","9159","4"
"3028","3089","4"
"1528","2062","4"
"844","3148","4"
"1767","5944","4"
"2212","2236","4"
"3492","8818","4"
"7004","11973","4"
"960","1303","4"
"4609","4696","4"
"3332","3360","4"
"3512","10306","4"
"2201","9386","4"
"4318","4379","4"
"582","7560","4"
"407","5456","4"
"9258","9267","4"
"1747","7950","4"
"7381","8326","4"
"3880","9610","4"
"4451","8884","4"
"1829","12586","4"
"1089","9693","4"
"2951","3679","4"
"13414","13438","4"
"53","3668","4"
"2967","5403","4"
"4990","6017","4"
"1211","3896","4"
"2474","2475","4"
"440","2573","4"
"4611","4695","4"
"2160","2605","4"
"6047","9199","4"
"8234","9540","4"
"9127","10022","4"
"4234","12170","4"
"9330","9386","4"
"5007","13221","4"
"13240","13247","4"
"3278","3286","4"
"564","1531","4"
"2867","2959","4"
"8078","9374","4"
"2780","5978","4"
"13235","13265","4"
"187","5100","4"
"3278","7860","4"
"4939","6460","4"
"4130","11296","4"
"3932","7149","4"
"3742","8251","4"
"2271","6532","4"
"8930","8961","4"
"2415","3640","4"
"724","3402","4"
"4939","4979","4"
"1826","2848","4"
"4234","12354","4"
"3624","12040","4"
"4896","5447","4"
"5435","5467","4"
"5761","6039","4"
"5467","5500","4"
"211","10315","4"
"2482","10107","4"
"1865","5706","4"
"1710","9305","4"
"10334","10346","4"
"446","12497","4"
"2236","3698","4"
"2012","3187","4"
"1673","6777","4"
"2902","11911","4"
"3120","6897","4"
"2973","10377","4"
"1586","5434","4"
"755","764","4"
"2867","5491","4"
"1031","1056","4"
"14636","14651","4"
"1432","2326","4"
"2717","6016","4"
"901","5566","4"
"6002","11089","4"
"9453","9482","4"
"853","876","4"
"7565","7595","4"
"4467","4473","4"
"1609","2532","4"
"10117","10809","4"
"335","7271","4"
"755","760","4"
"2544","10661","4"
"8562","10833","4"
"1484","4353","4"
"8928","8973","4"
"2901","2965","4"
"4318","4324","4"
"1223","3660","4"
"243","269","4"
"5989","8403","4"
"1269","1503","4"
"1371","4059","4"
"10720","10742","4"
"2175","3188","4"
"407","4016","4"
"6817","6874","4"
"2750","2760","4"
"4066","5466","4"
